MSISDN,Selected_Action,ActionType,Propensity,MonthlyValueQAR,Churn_Prob,Data_Usage_Pct,Overage_Months,Days_To_Renewal,LTV_Band,Usage_Trend,Upgrade_Eligible,Sentiment,Loyalty_Tier,Consent_Flag,Network_Issue_Flag,Device_Type,msisdn,guard_status,p_baseline,p_nbx
97458433583,10GB_Aggressive_HVC,Retention,0.3478,120,0.641,22.5,3,148,HIGH,Stable,0,Neutral,Silver,1,0,Smartphone,97458433583,APPROVED,0.29563,0.4050131000000001
97452179519,Device_Upgrade_iPhone,Upsell,0.392,280,0.625,90.1,3,303,LOW,Stable,1,Positive,None,1,0,Smartphone,97452179519,REVIEW_CREDIT,0.3332,0.4331600000000001
97454904522,Device_Upgrade_iPhone,Upsell,0.3161,280,0.288,88.3,3,93,MED,Stable,1,Neutral,Silver,1,1,Smartphone,97454904522,REVIEW_CREDIT,0.268685,0.3385431000000001
97452113784,Device_Upgrade_iPhone,Upsell,0.1599,280,0.128,73.5,2,143,MED,Rising,0,Negative,Gold,1,0,Smartphone,97452113784,APPROVED,0.13591499999999998,0.19435845000000002
97456105539,Device_Upgrade_iPhone,Upsell,0.1043,280,0.202,7.7,1,271,MED,Stable,0,Positive,Silver,0,0,Smartphone,97456105539,APPROVED,0.088655,0.088655
97459348062,Device_Upgrade_iPhone,Upsell,0.2054,280,0.415,76.8,0,237,LOW,Stable,1,Positive,Silver,1,0,Smartphone,97459348062,APPROVED,0.17459,0.21474570000000004
97451727825,Device_Upgrade_iPhone,Upsell,0.2439,280,0.271,38.5,1,158,MED,Stable,1,Neutral,Silver,1,0,Smartphone,97451727825,APPROVED,0.207315,0.2798752500000001
97454578203,Loyalty_Points_2x,Retention,0.1668,0,0.233,44.1,0,6,LOW,Falling,0,Neutral,None,1,0,Smartphone,97454578203,APPROVED,0.14178,0.17722500000000002
97459758083,Loyalty_Points_2x,Retention,0.1762,0,0.157,35.2,0,75,HIGH,Falling,0,Neutral,None,1,0,Smartphone,97459758083,APPROVED,0.14977,0.1722355
97453708537,Retention_Save_25pct,Retention,0.3673,90,0.924,30.7,3,165,HIGH,Rising,1,Positive,None,1,0,Tablet,97453708537,APPROVED,0.312205,0.4277208500000001
97452189950,Device_Upgrade_iPhone,Upsell,0.164,280,0.115,39.1,1,167,MED,Stable,1,Neutral,Silver,0,0,Smartphone,97452189950,APPROVED,0.1394,0.1394
97455397255,Device_Upgrade_iPhone,Upsell,0.4239,280,0.212,82.5,0,17,MED,Rising,1,Neutral,Gold,0,0,Smartphone,97455397255,APPROVED,0.360315,0.360315
97455575352,Retention_Save_25pct,Retention,0.4377,90,0.672,70.2,0,73,HIGH,Rising,1,Neutral,Silver,1,0,Router/MiFi,97455575352,APPROVED,0.37204499999999996,0.46505625
97456965777,Device_Upgrade_iPhone,Upsell,0.2075,280,0.366,6.7,0,346,MED,Stable,1,Neutral,None,1,0,Smartphone,97456965777,APPROVED,0.17637499999999998,0.21694125
97453823637,Device_Upgrade_iPhone,Upsell,0.3105,280,0.128,105.9,3,115,MED,Stable,0,Positive,None,1,0,Smartphone,97453823637,APPROVED,0.26392499999999997,0.33518475000000003
97459600608,Device_Upgrade_iPhone,Upsell,0.1975,280,0.523,29.7,2,200,MED,Stable,1,Neutral,None,1,1,Smartphone,97459600608,APPROVED,0.167875,0.21991625000000004
97455689204,Device_Upgrade_iPhone,Upsell,0.2099,280,0.241,60.7,0,91,MED,Stable,1,Positive,Gold,1,0,Smartphone,97455689204,REVIEW_CREDIT,0.178415,0.21766630000000003
97453578015,Loyalty_Points_2x,Retention,0.1778,0,0.462,57.1,2,52,LOW,Falling,0,Positive,None,1,0,Smartphone,97453578015,APPROVED,0.15113000000000001,0.20704810000000007
97459642559,Device_Upgrade_iPhone,Upsell,0.2125,280,0.147,63.8,3,203,MED,Stable,1,Positive,None,1,0,IoT,97459642559,APPROVED,0.18062499999999998,0.24384375000000003
97459323274,Device_Upgrade_iPhone,Upsell,0.2125,280,0.339,53.2,1,63,LOW,Stable,1,Neutral,None,1,0,Smartphone,97459323274,APPROVED,0.18062499999999998,0.24384375000000003
97455492482,10GB_Aggressive_HVC,Retention,0.2429,120,0.521,38.0,0,9,LOW,Stable,0,Positive,Silver,1,0,Smartphone,97455492482,APPROVED,0.206465,0.25808125000000004
97451223735,1GB_plus_100mins,NBO,0.1605,40,0.447,61.9,3,364,MED,Falling,0,Neutral,Gold,1,0,Router/MiFi,97451223735,APPROVED,0.136425,0.17871675000000004
97456372424,Device_Upgrade_iPhone,Upsell,0.1261,280,0.213,54.7,3,111,HIGH,Falling,1,Negative,None,0,0,Smartphone,97456372424,APPROVED,0.10718499999999999,0.10718499999999999
97455996781,Device_Upgrade_iPhone,Upsell,0.4344,280,0.226,94.2,1,9,HIGH,Rising,0,Positive,None,1,0,Smartphone,97455996781,APPROVED,0.36924,0.5280132000000002
97452333875,Loyalty_Points_2x,Retention,0.1693,0,0.098,24.2,0,75,HIGH,Stable,0,Positive,Gold,1,0,Feature Phone,97452333875,APPROVED,0.143905,0.17124695000000004
97456705775,Device_Upgrade_iPhone,Upsell,0.2084,280,0.256,49.3,3,199,LOW,Falling,1,Positive,None,1,0,Smartphone,97456705775,APPROVED,0.17714,0.23913900000000005
97458567141,Device_Upgrade_iPhone,Upsell,0.2362,280,0.068,62.5,1,251,MED,Stable,1,Neutral,None,1,0,Smartphone,97458567141,APPROVED,0.20076999999999998,0.27103950000000004
97451953076,Device_Upgrade_iPhone,Upsell,0.1927,280,0.164,73.7,2,157,LOW,Rising,0,Positive,None,1,0,Smartphone,97451953076,APPROVED,0.163795,0.21784735000000005
97457509902,5G_Unlimited_Upgrade,Upsell,0.2398,200,0.112,80.0,2,253,HIGH,Falling,0,Neutral,Silver,1,1,Smartphone,97457509902,APPROVED,0.20383,0.25071090000000007
97452263056,Roaming_Daily_Pass,CrossSell,0.1816,60,0.417,44.5,1,14,HIGH,Falling,0,Positive,None,1,1,Smartphone,97452263056,APPROVED,0.15436,0.22227840000000004
97457739435,Device_Upgrade_iPhone,Upsell,0.3441,280,0.19,97.8,0,58,MED,Stable,1,Neutral,None,1,0,Smartphone,97457739435,APPROVED,0.292485,0.4241032500000001
97454772028,10GB_Aggressive_HVC,Retention,0.2017,120,0.676,38.4,1,104,MED,Stable,0,Negative,None,1,0,Smartphone,97454772028,APPROVED,0.171445,0.24516635000000003
97451058599,Device_Upgrade_iPhone,Upsell,0.3255,280,0.591,101.1,1,22,LOW,Rising,0,Neutral,Gold,0,0,Smartphone,97451058599,APPROVED,0.276675,0.276675
97459696086,Retention_Save_25pct,Retention,0.3191,90,0.735,55.6,3,259,HIGH,Rising,0,Neutral,Platinum,1,0,Smartphone,97459696086,APPROVED,0.271235,0.3824413500000001
97452493733,Device_Upgrade_iPhone,Upsell,0.4182,280,0.592,107.6,3,22,LOW,Stable,1,Positive,Platinum,1,1,Smartphone,97452493733,REVIEW_CREDIT,0.35547,0.49765800000000016
97456364382,Device_Upgrade_iPhone,Upsell,0.2401,280,0.175,54.0,2,89,LOW,Rising,1,Negative,Silver,1,0,Smartphone,97456364382,APPROVED,0.204085,0.30000495000000005
97452633213,Device_Upgrade_iPhone,Upsell,0.243,280,0.429,32.4,1,39,LOW,Stable,1,Positive,Platinum,1,1,Smartphone,97452633213,APPROVED,0.20654999999999998,0.2994975000000001
97459397208,Device_Upgrade_iPhone,Upsell,0.2592,280,0.088,107.1,2,182,LOW,Falling,1,Negative,None,1,0,Smartphone,97459397208,APPROVED,0.22032,0.31065120000000007
97457644929,Device_Upgrade_iPhone,Upsell,0.302,280,0.114,67.6,0,62,MED,Rising,1,Neutral,Silver,1,0,Smartphone,97457644929,APPROVED,0.2567,0.331143
97458239247,Device_Upgrade_iPhone,Upsell,0.3819,280,0.195,107.0,2,32,HIGH,Stable,1,Positive,Gold,1,0,Router/MiFi,97458239247,APPROVED,0.324615,0.48367635000000014
97454888718,10GB_Aggressive_HVC,Retention,0.2347,120,0.036,10.7,0,36,LOW,Falling,0,Neutral,Silver,1,0,Smartphone,97454888718,APPROVED,0.19949499999999998,0.24936875000000003
97455206433,Device_Upgrade_iPhone,Upsell,0.2917,280,0.33,69.4,2,57,MED,Rising,1,Neutral,None,1,0,Smartphone,97455206433,APPROVED,0.247945,0.3743969500000001
97456708709,Device_Upgrade_iPhone,Upsell,0.2809,280,0.083,85.8,3,338,MED,Stable,0,Positive,None,1,1,Feature Phone,97456708709,APPROVED,0.23876499999999998,0.29368095
97458062870,Device_Upgrade_iPhone,Upsell,0.4933,280,0.268,100.9,1,301,MED,Rising,1,Neutral,Silver,1,0,Smartphone,97458062870,APPROVED,0.419305,0.5912200500000001
97458622815,Device_Upgrade_iPhone,Upsell,0.2924,280,0.248,34.4,2,59,HIGH,Stable,1,Neutral,Silver,1,0,Smartphone,97458622815,APPROVED,0.24853999999999998,0.36038300000000006
97451160531,Device_Upgrade_iPhone,Upsell,0.2851,280,0.207,48.0,0,327,MED,Rising,1,Positive,Silver,1,0,Smartphone,97451160531,APPROVED,0.24233500000000002,0.3126121500000001
97456972051,Device_Upgrade_iPhone,Upsell,0.2453,280,0.052,36.9,3,16,HIGH,Rising,1,Neutral,Silver,1,1,Smartphone,97456972051,APPROVED,0.208505,0.3065023500000001
97451982295,Device_Upgrade_iPhone,Upsell,0.2175,280,0.066,20.0,2,218,MED,Rising,0,Neutral,None,1,0,Smartphone,97451982295,APPROVED,0.18487499999999998,0.24588375000000004
97453591385,Device_Upgrade_iPhone,Upsell,0.3156,280,0.158,92.4,0,152,LOW,Stable,0,Neutral,None,1,0,Smartphone,97453591385,APPROVED,0.26826,0.34069020000000005
97458464856,Device_Upgrade_iPhone,Upsell,0.5015,280,0.441,85.9,0,170,HIGH,Rising,1,Neutral,None,1,0,Smartphone,97458464856,APPROVED,0.42627499999999996,0.6010477500000001
97453254618,Device_Upgrade_iPhone,Upsell,0.1833,280,0.405,14.2,0,273,MED,Stable,1,Positive,Silver,0,0,Smartphone,97453254618,APPROVED,0.155805,0.155805
97458171352,200mins_Upsell,Upsell,0.2725,35,0.505,80.7,2,257,HIGH,Falling,0,Neutral,None,1,1,Smartphone,97458171352,APPROVED,0.231625,0.28489875000000003
97455167069,Device_Upgrade_iPhone,Upsell,0.2972,280,0.166,68.3,1,45,HIGH,Stable,1,Neutral,None,1,0,Smartphone,97455167069,APPROVED,0.25262,0.3662990000000001
97453093766,Device_Upgrade_iPhone,Upsell,0.4894,280,0.237,96.7,0,38,HIGH,Rising,1,Positive,Silver,1,0,Tablet,97453093766,APPROVED,0.41598999999999997,0.6281449000000001
97454008197,1GB_plus_100mins,NBO,0.1491,40,0.275,42.1,2,302,MED,Falling,0,Positive,None,1,0,Smartphone,97454008197,APPROVED,0.12673500000000001,0.16095345000000005
97455776925,Device_Upgrade_iPhone,Upsell,0.2146,280,0.272,65.4,1,341,LOW,Falling,1,Neutral,None,1,0,Smartphone,97455776925,APPROVED,0.18241000000000002,0.24625350000000007
97457886323,Device_Upgrade_iPhone,Upsell,0.4237,280,0.315,83.6,1,101,LOW,Rising,0,Positive,None,1,0,Tablet,97457886323,APPROVED,0.360145,0.4789928500000001
97456454141,Device_Upgrade_iPhone,Upsell,0.3062,280,0.251,60.4,2,296,LOW,Rising,1,Neutral,None,1,0,Feature Phone,97456454141,APPROVED,0.26027,0.3669807000000001
97459399013,Device_Upgrade_iPhone,Upsell,0.3254,280,0.354,69.7,3,221,HIGH,Rising,1,Positive,None,1,0,Smartphone,97459399013,APPROVED,0.27659,0.3899919000000001
97458809649,Device_Upgrade_iPhone,Upsell,0.4345,280,0.11,106.5,0,239,HIGH,Rising,0,Neutral,Platinum,1,0,Smartphone,97458809649,APPROVED,0.369325,0.5059752500000001
97457780181,Device_Upgrade_iPhone,Upsell,0.2984,280,0.11,67.7,1,200,LOW,Rising,1,Positive,Silver,1,0,IoT,97457780181,APPROVED,0.25364,0.3576324000000001
97456427963,Device_Upgrade_iPhone,Upsell,0.3831,280,0.299,84.0,2,41,MED,Stable,1,Positive,Gold,1,1,Smartphone,97456427963,APPROVED,0.325635,0.47217075000000014
97453608702,Device_Upgrade_iPhone,Upsell,0.174,280,0.446,34.3,1,293,LOW,Stable,1,Neutral,Silver,0,0,Smartphone,97453608702,APPROVED,0.14789999999999998,0.14789999999999998
97454713143,Device_Upgrade_iPhone,Upsell,0.333,280,0.238,92.0,3,91,LOW,Falling,0,Neutral,Platinum,1,0,Router/MiFi,97454713143,APPROVED,0.28305,0.3707955000000001
97452070048,Device_Upgrade_iPhone,Upsell,0.2465,280,0.686,66.5,3,30,MED,Rising,1,Neutral,None,0,0,Smartphone,97452070048,APPROVED,0.209525,0.209525
97454367656,Device_Upgrade_iPhone,Upsell,0.2591,280,0.202,68.9,2,8,LOW,Rising,0,Neutral,None,0,0,Smartphone,97454367656,APPROVED,0.220235,0.220235
97459338249,Device_Upgrade_iPhone,Upsell,0.362,280,0.249,101.2,0,135,MED,Stable,1,Neutral,Silver,1,1,Tablet,97459338249,APPROVED,0.3077,0.40308700000000003
97454832938,Device_Upgrade_iPhone,Upsell,0.2209,280,0.398,31.4,2,313,LOW,Falling,1,Positive,None,1,0,Smartphone,97454832938,APPROVED,0.18776500000000002,0.2534827500000001
97452023559,Device_Upgrade_iPhone,Upsell,0.1843,280,0.073,73.2,0,280,LOW,Falling,1,Neutral,Silver,1,1,Smartphone,97452023559,APPROVED,0.156655,0.18641945000000001
97456867378,10GB_Aggressive_HVC,Retention,0.2714,120,0.652,72.7,3,147,LOW,Stable,1,Positive,Silver,0,0,Smartphone,97456867378,SOFTENED,0.23068999999999998,0.23068999999999998
97459663532,Device_Upgrade_iPhone,Upsell,0.2707,280,0.496,87.0,3,43,HIGH,Falling,1,Negative,None,1,0,Smartphone,97459663532,APPROVED,0.230095,0.3474434500000001
97458807414,Device_Upgrade_iPhone,Upsell,0.3604,280,0.495,98.2,0,204,LOW,Falling,0,Neutral,None,1,0,Smartphone,97458807414,APPROVED,0.30634,0.38905180000000006
97453466687,Device_Upgrade_iPhone,Upsell,0.38,280,0.065,92.1,1,362,LOW,Falling,1,Positive,Silver,1,0,Smartphone,97453466687,APPROVED,0.323,0.4360500000000001
97455085071,Device_Upgrade_iPhone,Upsell,0.3892,280,0.474,84.2,3,60,LOW,Falling,1,Positive,Platinum,0,0,Smartphone,97455085071,REVIEW_CREDIT,0.33082,0.33082
97455779148,Device_Upgrade_iPhone,Upsell,0.1858,280,0.234,61.9,2,2,MED,Rising,1,Positive,Gold,1,1,Smartphone,97455779148,APPROVED,0.15793,0.23847430000000006
97453230555,Device_Upgrade_iPhone,Upsell,0.1755,280,0.288,62.8,0,241,LOW,Rising,1,Neutral,None,1,1,Smartphone,97453230555,APPROVED,0.14917499999999997,0.18646875
97453418227,Device_Upgrade_iPhone,Upsell,0.226,280,0.394,50.0,0,20,MED,Stable,1,Positive,None,1,0,Smartphone,97453418227,APPROVED,0.1921,0.255493
97453129961,Device_Upgrade_iPhone,Upsell,0.181,280,0.259,66.8,3,130,MED,Stable,1,Neutral,None,1,1,Router/MiFi,97453129961,APPROVED,0.15385,0.20154350000000001
97459951230,Device_Upgrade_iPhone,Upsell,0.3461,280,0.101,105.4,0,140,MED,Falling,0,Neutral,None,1,0,Router/MiFi,97459951230,APPROVED,0.29418500000000003,0.3736149500000001
97457714127,10GB_Aggressive_HVC,Retention,0.3157,120,0.571,68.5,0,37,MED,Falling,0,Neutral,None,1,0,Router/MiFi,97457714127,APPROVED,0.268345,0.33543125000000007
97458567706,10GB_Aggressive_HVC,Retention,0.2338,120,0.176,42.0,1,39,MED,Stable,0,Positive,None,1,0,Smartphone,97458567706,APPROVED,0.19873,0.27226010000000006
97458349118,1GB_plus_100mins,NBO,0.1592,40,0.373,49.8,1,266,MED,Falling,0,Neutral,Gold,1,0,Smartphone,97458349118,APPROVED,0.13532,0.17726920000000004
97459632290,1GB_plus_100mins,NBO,0.2102,40,0.248,39.1,0,309,HIGH,Falling,0,Neutral,None,1,0,Smartphone,97459632290,APPROVED,0.17867,0.20547050000000003
97451947502,Device_Upgrade_iPhone,Upsell,0.3479,280,0.186,109.4,2,41,MED,Falling,0,Neutral,None,1,0,Smartphone,97451947502,APPROVED,0.295715,0.4051295500000001
97458934691,Device_Upgrade_iPhone,Upsell,0.2632,280,0.183,70.8,2,19,LOW,Falling,1,Neutral,None,1,0,Smartphone,97458934691,APPROVED,0.22371999999999997,0.32439400000000007
97451599029,Device_Upgrade_iPhone,Upsell,0.1989,280,0.267,19.8,1,188,LOW,Stable,1,Positive,None,1,0,Feature Phone,97451599029,APPROVED,0.169065,0.22823775000000004
97455278788,Device_Upgrade_iPhone,Upsell,0.2244,280,0.266,56.7,3,357,MED,Falling,1,Positive,Platinum,1,0,Smartphone,97455278788,APPROVED,0.19074,0.26512860000000005
97456349902,Device_Upgrade_iPhone,Upsell,0.3566,280,0.389,85.1,0,281,HIGH,Stable,1,Positive,Gold,0,1,Smartphone,97456349902,APPROVED,0.30311,0.30311
97454220749,5G_Unlimited_Upgrade,Upsell,0.2651,200,0.149,79.1,3,6,HIGH,Stable,0,Neutral,Silver,1,0,Smartphone,97454220749,APPROVED,0.225335,0.3087089500000001
97452315559,Device_Upgrade_iPhone,Upsell,0.342,280,0.027,78.1,1,255,LOW,Rising,1,Positive,Silver,1,0,Smartphone,97452315559,APPROVED,0.2907,0.4098870000000001
97452730711,Device_Upgrade_iPhone,Upsell,0.3129,280,0.625,85.4,1,148,MED,Rising,0,Neutral,None,1,1,Smartphone,97452730711,APPROVED,0.265965,0.34309485000000006
97458421976,Device_Upgrade_iPhone,Upsell,0.2976,280,0.213,4.2,3,321,MED,Stable,1,Neutral,Gold,1,0,Smartphone,97458421976,APPROVED,0.25295999999999996,0.35161440000000005
97453868514,Loyalty_Points_2x,Retention,0.1493,0,0.215,57.4,0,40,HIGH,Stable,0,Positive,None,0,1,Smartphone,97453868514,APPROVED,0.126905,0.126905
97453793011,1GB_plus_100mins,NBO,0.1601,40,0.018,35.2,1,352,MED,Stable,0,Positive,Gold,1,1,Tablet,97453793011,APPROVED,0.13608499999999998,0.17827135000000002
97459310255,Roaming_Daily_Pass,CrossSell,0.2425,60,0.243,77.5,1,37,MED,Falling,0,Neutral,Silver,1,0,Smartphone,97459310255,APPROVED,0.206125,0.2823912500000001
97452294847,10GB_Aggressive_HVC,Retention,0.2848,120,0.113,38.3,3,16,LOW,Rising,0,Neutral,Platinum,0,0,Smartphone,97452294847,APPROVED,0.24208,0.24208
97459237401,Device_Upgrade_iPhone,Upsell,0.3236,280,0.192,37.9,1,17,MED,Rising,1,Neutral,None,1,0,Smartphone,97459237401,APPROVED,0.27505999999999997,0.41534060000000006
97459288733,Device_Upgrade_iPhone,Upsell,0.2843,280,0.326,19.3,2,5,MED,Stable,1,Positive,Gold,1,0,Smartphone,97459288733,APPROVED,0.24165499999999998,0.3600659500000001
97456387036,5G_Unlimited_Upgrade,Upsell,0.241,200,0.165,78.4,3,37,MED,Falling,0,Positive,Silver,1,0,Smartphone,97456387036,APPROVED,0.20484999999999998,0.2806445
97452489785,1GB_plus_100mins,NBO,0.1301,40,0.028,21.4,2,140,MED,Falling,0,Positive,Silver,1,0,Smartphone,97452489785,APPROVED,0.11058499999999999,0.14044295
97452402747,Device_Upgrade_iPhone,Upsell,0.3856,280,0.399,86.8,3,107,HIGH,Falling,0,Neutral,None,1,0,Tablet,97452402747,APPROVED,0.32776,0.41625520000000005
97453562480,Device_Upgrade_iPhone,Upsell,0.2413,280,0.512,42.3,2,19,MED,Rising,0,Positive,Gold,1,0,Smartphone,97453562480,APPROVED,0.20510499999999998,0.30150435000000003
97456196740,Device_Upgrade_iPhone,Upsell,0.218,280,0.236,35.3,0,82,MED,Rising,0,Positive,None,1,0,Smartphone,97456196740,APPROVED,0.1853,0.22421300000000002
97452382520,Device_Upgrade_iPhone,Upsell,0.3909,280,0.521,113.3,1,69,MED,Stable,1,Negative,Gold,1,0,Smartphone,97452382520,APPROVED,0.33226500000000003,0.4817842500000002
97455100920,Device_Upgrade_iPhone,Upsell,0.3015,280,0.089,57.7,2,71,LOW,Rising,1,Neutral,Silver,1,0,Smartphone,97455100920,APPROVED,0.256275,0.3613477500000001
97452039410,Device_Upgrade_iPhone,Upsell,0.2385,280,0.088,33.1,1,353,MED,Falling,1,Neutral,None,1,1,Smartphone,97452039410,APPROVED,0.202725,0.26556975000000005
97455862556,Device_Upgrade_iPhone,Upsell,0.4978,280,0.154,106.4,3,51,LOW,Rising,0,Neutral,None,1,0,Smartphone,97455862556,APPROVED,0.42313,0.6050759000000002
97451190332,Device_Upgrade_iPhone,Upsell,0.2225,280,0.173,11.2,1,204,MED,Stable,1,Positive,Silver,1,0,Smartphone,97451190332,APPROVED,0.189125,0.25531875000000004
97457381324,Device_Upgrade_iPhone,Upsell,0.3097,280,0.179,77.3,1,24,HIGH,Stable,1,Neutral,Platinum,0,0,Smartphone,97457381324,APPROVED,0.26324499999999995,0.26324499999999995
97451498558,10GB_Aggressive_HVC,Retention,0.2292,120,0.136,59.8,0,25,HIGH,Stable,0,Neutral,None,1,0,Smartphone,97451498558,APPROVED,0.19482,0.24352500000000005
97452753396,Device_Upgrade_iPhone,Upsell,0.4587,280,0.348,108.8,0,14,MED,Rising,1,Neutral,None,1,0,IoT,97452753396,APPROVED,0.389895,0.5887414500000001
97452571773,Device_Upgrade_iPhone,Upsell,0.2258,280,0.184,46.3,0,8,MED,Falling,1,Positive,Gold,1,0,Smartphone,97452571773,APPROVED,0.19193,0.26294410000000007
97458478945,Device_Upgrade_iPhone,Upsell,0.2078,280,0.209,68.4,2,99,LOW,Falling,1,Neutral,None,1,1,Smartphone,97458478945,APPROVED,0.17663,0.23138530000000007
97451480437,1GB_plus_100mins,NBO,0.1492,40,0.24,48.7,0,193,LOW,Falling,0,Positive,Platinum,1,0,Smartphone,97451480437,APPROVED,0.12682,0.15091580000000002
97454863336,Device_Upgrade_iPhone,Upsell,0.1815,280,0.172,56.0,1,272,LOW,Falling,1,Neutral,None,0,0,Feature Phone,97454863336,APPROVED,0.154275,0.154275
97456320293,Device_Upgrade_iPhone,Upsell,0.3073,280,0.036,89.3,3,286,MED,Stable,0,Neutral,Gold,1,0,Smartphone,97456320293,APPROVED,0.261205,0.3421785500000001
97455643959,5G_Unlimited_Upgrade,Upsell,0.2172,200,0.322,79.7,0,119,HIGH,Stable,0,Neutral,Gold,1,1,Smartphone,97455643959,APPROVED,0.18462,0.21231300000000003
97457126430,1GB_plus_100mins,NBO,0.1527,40,0.437,66.3,3,255,LOW,Stable,0,Neutral,Silver,1,0,Smartphone,97457126430,APPROVED,0.129795,0.16483965000000003
97458227911,Device_Upgrade_iPhone,Upsell,0.2368,280,0.512,37.8,2,219,MED,Stable,1,Neutral,Platinum,1,1,Smartphone,97458227911,APPROVED,0.20128000000000001,0.2717280000000001
97454542673,Device_Upgrade_iPhone,Upsell,0.4325,280,0.053,98.0,2,18,MED,Rising,1,Neutral,None,1,1,Router/MiFi,97454542673,APPROVED,0.367625,0.5404087500000001
97458453959,Device_Upgrade_iPhone,Upsell,0.2238,280,0.142,68.1,3,13,MED,Stable,1,Neutral,None,1,1,Smartphone,97458453959,APPROVED,0.19022999999999998,0.2682243
97453861919,Device_Upgrade_iPhone,Upsell,0.2667,280,0.103,88.3,3,271,MED,Stable,1,Positive,None,0,1,Router/MiFi,97453861919,APPROVED,0.22669499999999998,0.22669499999999998
97459859803,Device_Upgrade_iPhone,Upsell,0.2702,280,0.514,77.8,3,126,MED,Falling,1,Neutral,None,1,0,Router/MiFi,97459859803,APPROVED,0.22966999999999999,0.31005450000000007
97455540735,Device_Upgrade_iPhone,Upsell,0.2343,280,0.037,67.4,3,67,HIGH,Falling,1,Positive,Silver,0,0,Smartphone,97455540735,APPROVED,0.199155,0.199155
97457624119,Device_Upgrade_iPhone,Upsell,0.2662,280,0.026,51.1,3,40,HIGH,Stable,1,Neutral,Gold,1,0,Smartphone,97457624119,APPROVED,0.22627,0.3371423000000001
97458875043,200mins_Upsell,Upsell,0.2821,35,0.568,81.9,3,50,MED,Falling,0,Positive,Gold,1,0,Smartphone,97458875043,APPROVED,0.239785,0.33809685000000006
97458133860,1GB_plus_100mins,NBO,0.1845,40,0.174,20.4,3,180,HIGH,Stable,0,Neutral,None,1,0,Smartphone,97458133860,APPROVED,0.156825,0.19916775000000003
97458660183,Device_Upgrade_iPhone,Upsell,0.329,280,0.365,111.6,3,273,MED,Stable,1,Neutral,Silver,1,0,Smartphone,97458660183,APPROVED,0.27965,0.3775275000000001
97455828621,Device_Upgrade_iPhone,Upsell,0.2306,280,0.21,31.9,0,291,LOW,Stable,1,Neutral,None,1,1,Smartphone,97455828621,APPROVED,0.19601,0.2332519
97451391275,Device_Upgrade_iPhone,Upsell,0.2522,280,0.43,90.2,0,113,MED,Falling,0,Neutral,Silver,0,0,Tablet,97451391275,REVIEW_CREDIT,0.21436999999999998,0.21436999999999998
97455437751,Device_Upgrade_iPhone,Upsell,0.2388,280,0.092,74.3,2,47,MED,Stable,1,Neutral,Platinum,1,1,Smartphone,97455437751,APPROVED,0.20298,0.29432100000000005
97452633485,Device_Upgrade_iPhone,Upsell,0.2121,280,0.292,38.3,0,139,MED,Falling,1,Neutral,Gold,1,0,Smartphone,97452633485,APPROVED,0.180285,0.22896195000000005
97459002048,Loyalty_Points_2x,Retention,0.1194,0,0.055,25.6,2,68,LOW,Stable,0,Neutral,Gold,0,1,Smartphone,97459002048,APPROVED,0.10149,0.10149
97453130703,Retention_Save_25pct,Retention,0.2624,90,0.619,61.6,0,308,MED,Stable,0,Positive,None,1,0,Smartphone,97453130703,APPROVED,0.22304000000000002,0.27880000000000005
97453052628,1GB_plus_100mins,NBO,0.1364,40,0.062,56.1,3,161,MED,Falling,0,Positive,None,1,1,Smartphone,97453052628,APPROVED,0.11593999999999999,0.1472438
97453244487,1GB_plus_100mins,NBO,0.1531,40,0.163,31.5,3,246,MED,Stable,0,Neutral,Gold,1,0,Smartphone,97453244487,APPROVED,0.130135,0.17047685000000004
97456783095,1GB_plus_100mins,NBO,0.1543,40,0.16,54.3,2,217,MED,Falling,0,Positive,None,1,0,Smartphone,97456783095,APPROVED,0.131155,0.16656685000000002
97456141093,Device_Upgrade_iPhone,Upsell,0.2549,280,0.171,50.3,1,112,HIGH,Stable,1,Positive,None,1,0,Smartphone,97456141093,APPROVED,0.216665,0.29249775000000006
97459539566,Device_Upgrade_iPhone,Upsell,0.2069,280,0.12,60.1,0,154,MED,Stable,1,Positive,None,1,0,Smartphone,97459539566,REVIEW_CREDIT,0.175865,0.20752070000000003
97454746361,1GB_plus_100mins,NBO,0.1336,40,0.058,24.3,1,216,LOW,Stable,0,Neutral,Gold,1,0,Smartphone,97454746361,APPROVED,0.11356,0.14876360000000002
97453540503,Device_Upgrade_iPhone,Upsell,0.2839,280,0.304,34.4,2,10,MED,Stable,1,Positive,None,1,0,Smartphone,97453540503,APPROVED,0.24131499999999997,0.34990675000000004
97451443287,Device_Upgrade_iPhone,Upsell,0.2644,280,0.243,50.2,2,102,HIGH,Rising,1,Neutral,Platinum,0,0,Smartphone,97451443287,APPROVED,0.22474000000000002,0.22474000000000002
97451063683,Device_Upgrade_iPhone,Upsell,0.2356,280,0.342,69.0,1,243,MED,Rising,1,Neutral,None,0,0,Router/MiFi,97451063683,APPROVED,0.20026,0.20026
97454362526,Device_Upgrade_iPhone,Upsell,0.1941,280,0.318,85.4,3,189,LOW,Stable,0,Negative,Gold,1,1,Smartphone,97454362526,APPROVED,0.164985,0.21943005000000004
