msisdn,action,action_type,propensity,channel,rationale_WHY,message_HOW,guard_status,gen_source
97457516616,Data_AddOn_5GB,NBO,0.1415,SMS,Customer exceeded the data cap in 3 of the last 3 months.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97454329049,Data_AddOn_5GB,NBO,0.1507,SMS,Customer exceeded the data cap in 3 of the last 3 months.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97455755976,Data_AddOn_5GB,NBO,0.2064,SMS,Customer exceeded the data cap in 1 of the last 3 months.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97459910606,Data_AddOn_5GB,NBO,0.206,Push,Customer exceeded the data cap in 2 of the last 3 months.,Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97457897673,Data_AddOn_5GB,NBO,0.2287,Call,"Customer exceeded the data cap in 2 of the last 3 months, is a heavy data user (84% of cap), is 23 days from renewal.","AGENT: Customer exceeded the data cap in 2 of the last 3 months, is a heavy data user (84% of cap), is 23 days from renewal. Recommend: Data AddOn 5GB suits your usage.",APPROVED,offline
97454746169,Retention_Save_25pct,Retention,0.3637,SMS,"Customer exceeded the data cap in 2 of the last 3 months, shows elevated churn risk, logged a recent complaint.","Hi! Based on your recent usage, our Retention Save 25pct keeps you covered. Reply YES. Ooredoo",APPROVED,offline
97457002296,Data_AddOn_5GB,NBO,0.2618,Push,Customer is an active Mass customer.,Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97451075388,Data_AddOn_5GB,NBO,0.2248,Call,"Customer exceeded the data cap in 2 of the last 3 months, is 42 days from renewal.","AGENT: Customer exceeded the data cap in 2 of the last 3 months, is 42 days from renewal. Recommend: Data AddOn 5GB suits your usage.",APPROVED,offline
97457810183,Data_AddOn_5GB,NBO,0.2073,SMS,Customer exceeded the data cap in 1 of the last 3 months.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97452775767,10GB_Aggressive_HVC,Retention,0.1665,SMS,"Customer exceeded the data cap in 2 of the last 3 months, is 39 days from renewal.","Hi! Based on your recent usage, our 10GB Aggressive HVC keeps you covered and your renewal is in 39 days - switch with no penalty. Reply YES. Ooredoo",APPROVED,offline
97458983823,Data_AddOn_5GB,NBO,0.1252,Call,"Customer exceeded the data cap in 1 of the last 3 months, is a heavy data user (82% of cap).","AGENT: Customer exceeded the data cap in 1 of the last 3 months, is a heavy data user (82% of cap). Recommend: Data AddOn 5GB suits your usage.",APPROVED,offline
97459373296,Data_AddOn_5GB,NBO,0.3207,SMS,Customer is 19 days from renewal.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97458467866,Roaming_Daily_Pass,CrossSell,0.1283,SMS,Customer exceeded the data cap in 3 of the last 3 months.,Hi! Add Roaming Daily Pass to get more from your plan. Reply YES. Ooredoo,APPROVED,offline
97456494339,Data_AddOn_5GB,NBO,0.1317,SMS,Customer is an active HVC customer.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97456877809,5G_Unlimited_Upgrade,Upsell,0.112,Call,Customer exceeded the data cap in 3 of the last 3 months.,AGENT: Customer exceeded the data cap in 3 of the last 3 months. Recommend: You're using 68% of your data - 5G Unlimited Upgrade gives you more headroom.,APPROVED,offline
97457396567,Data_AddOn_5GB,NBO,0.2008,SMS,"Customer exceeded the data cap in 3 of the last 3 months, is 21 days from renewal.",Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97459002619,Data_AddOn_5GB,NBO,0.2209,SMS,Customer exceeded the data cap in 2 of the last 3 months.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97455021080,10GB_Aggressive_HVC,Retention,0.2136,SMS,Customer is 4 days from renewal.,"Hi! Based on your recent usage, our 10GB Aggressive HVC keeps you covered and your renewal is in 4 days - switch with no penalty. Reply YES. Ooredoo",APPROVED,offline
97458667857,Retention_Save_25pct,Retention,0.2672,Email,"Customer exceeded the data cap in 1 of the last 3 months, shows elevated churn risk, logged a recent complaint.","Dear Customer,

Customer exceeded the data cap in 1 of the last 3 months, shows elevated churn risk, logged a recent complaint.

Based on your recent usage, our Retention Save 25pct keeps you covered.

Ooredoo",APPROVED,offline
97455428690,10GB_Aggressive_HVC,Retention,0.2293,Call,Customer is 6 days from renewal.,"AGENT: Customer is 6 days from renewal. Recommend: Based on your recent usage, our 10GB Aggressive HVC keeps you covered and your renewal is in 6 days - switch with no penalty.",APPROVED,offline
97456439433,200mins_Upsell,Upsell,0.228,SMS,Customer is a heavy data user (92% of cap).,Hi! You're using 92% of your data - 200mins Upsell gives you more headroom. Reply YES. Ooredoo,APPROVED,offline
97459889782,Data_AddOn_5GB,NBO,0.1992,Push,Customer exceeded the data cap in 2 of the last 3 months.,Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97453881777,Data_AddOn_5GB,NBO,0.2155,Push,Customer exceeded the data cap in 3 of the last 3 months.,Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97453748996,Data_AddOn_5GB,NBO,0.1391,Push,Customer exceeded the data cap in 2 of the last 3 months.,Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97451195246,Retention_Save_25pct,Retention,0.2253,Call,"Customer exceeded the data cap in 1 of the last 3 months, is a heavy data user (80% of cap), is 26 days from renewal.","AGENT: Customer exceeded the data cap in 1 of the last 3 months, is a heavy data user (80% of cap), is 26 days from renewal. Recommend: Based on your recent usage, our Retention Save 25pct keeps you covered and your renewal is in 26 days - switch with no penalty.",APPROVED,offline
97454696176,Data_AddOn_5GB,NBO,0.269,Push,"Customer exceeded the data cap in 1 of the last 3 months, is 17 days from renewal.",Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97459899691,Data_AddOn_5GB,NBO,0.1439,Push,Customer exceeded the data cap in 2 of the last 3 months.,Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97452012384,Data_AddOn_5GB,NBO,0.2282,Push,"Customer exceeded the data cap in 2 of the last 3 months, logged a recent complaint.",Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97459143478,Retention_Save_25pct,Retention,0.2464,Push,"Customer exceeded the data cap in 3 of the last 3 months, is 38 days from renewal.","Based on your recent usage, our Retention Save 25pct keeps you covered and your renewal is in 38 days - switch with no p",APPROVED,offline
97451866964,Data_AddOn_5GB,NBO,0.142,Call,"Customer exceeded the data cap in 2 of the last 3 months, logged a recent complaint.","AGENT: Customer exceeded the data cap in 2 of the last 3 months, logged a recent complaint. Recommend: Data AddOn 5GB suits your usage.",APPROVED,offline
97459437712,Data_AddOn_5GB,NBO,0.2134,Push,Customer exceeded the data cap in 1 of the last 3 months.,Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97451863663,Data_AddOn_5GB,NBO,0.21,SMS,Customer is an active Mass customer.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97456783182,Data_AddOn_5GB,NBO,0.1892,Email,"Customer exceeded the data cap in 3 of the last 3 months, logged a recent complaint.","Dear Customer,

Customer exceeded the data cap in 3 of the last 3 months, logged a recent complaint.

Data AddOn 5GB suits your usage.

Ooredoo",APPROVED,offline
97457980571,Retention_Save_25pct,Retention,0.218,SMS,"Customer exceeded the data cap in 2 of the last 3 months, is 59 days from renewal.","Hi! Based on your recent usage, our Retention Save 25pct keeps you covered and your renewal is in 59 days - switch with no penalty. Reply YES. Ooredoo",APPROVED,offline
97456334538,Data_AddOn_5GB,NBO,0.1982,Email,"Customer exceeded the data cap in 2 of the last 3 months, is a heavy data user (85% of cap).","Dear Customer,

Customer exceeded the data cap in 2 of the last 3 months, is a heavy data user (85% of cap).

Data AddOn 5GB suits your usage.

Ooredoo",APPROVED,offline
97457349449,10GB_Aggressive_HVC,Retention,0.2866,SMS,"Customer exceeded the data cap in 1 of the last 3 months, shows elevated churn risk, logged a recent complaint.","Hi! Based on your recent usage, our 10GB Aggressive HVC keeps you covered. Reply YES. Ooredoo",APPROVED,offline
97452206861,200mins_Upsell,Upsell,0.2278,Push,"Customer exceeded the data cap in 3 of the last 3 months, is a heavy data user (81% of cap).",You're using 81% of your data - 200mins Upsell gives you more headroom - tap to activate.,APPROVED,offline
97454119612,Data_AddOn_5GB,NBO,0.2149,Push,Customer is an active Mass customer.,Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97453891005,Data_AddOn_5GB,NBO,0.2039,Push,"Customer exceeded the data cap in 2 of the last 3 months, is 53 days from renewal.",Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97455936600,Data_AddOn_5GB,NBO,0.2424,SMS,"Customer exceeded the data cap in 2 of the last 3 months, is a heavy data user (86% of cap), is 13 days from renewal.",Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97455736319,Data_AddOn_5GB,NBO,0.1773,Email,Customer exceeded the data cap in 3 of the last 3 months.,"Dear Customer,

Customer exceeded the data cap in 3 of the last 3 months.

Data AddOn 5GB suits your usage.

Ooredoo",APPROVED,offline
97451257681,Retention_Save_25pct,Retention,0.1862,Email,"Customer exceeded the data cap in 3 of the last 3 months, is 4 days from renewal, logged a recent complaint.","Dear Customer,

Customer exceeded the data cap in 3 of the last 3 months, is 4 days from renewal, logged a recent complaint.

Based on your recent usage, our Retention Save 25pct keeps you covered and your renewal is in 4 days - switch with no penalty.

Ooredoo",APPROVED,offline
97459482626,Data_AddOn_5GB,NBO,0.1974,SMS,Customer is 34 days from renewal.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97456629481,Data_AddOn_5GB,NBO,0.1488,SMS,Customer exceeded the data cap in 3 of the last 3 months.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97453054780,Retention_Save_25pct,Retention,0.1909,SMS,"Customer exceeded the data cap in 2 of the last 3 months, is 13 days from renewal.","Hi! Based on your recent usage, our Retention Save 25pct keeps you covered and your renewal is in 13 days - switch with no penalty. Reply YES. Ooredoo",APPROVED,offline
97458991208,Data_AddOn_5GB,NBO,0.2237,SMS,Customer exceeded the data cap in 2 of the last 3 months.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97455423408,Data_AddOn_5GB,NBO,0.2237,SMS,Customer exceeded the data cap in 3 of the last 3 months.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97451842186,Data_AddOn_5GB,NBO,0.1283,Push,Customer is an active Youth customer.,Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97456352727,10GB_Aggressive_HVC,Retention,0.2422,Call,"Customer is a heavy data user (93% of cap), is 8 days from renewal.","AGENT: Customer is a heavy data user (93% of cap), is 8 days from renewal. Recommend: Based on your recent usage, our 10GB Aggressive HVC keeps you covered and your renewal is in 8 days - switch with no penalty.",APPROVED,offline
97458116355,Data_AddOn_5GB,NBO,0.2091,SMS,Customer exceeded the data cap in 3 of the last 3 months.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97458226585,Data_AddOn_5GB,NBO,0.2139,Call,Customer is 34 days from renewal.,AGENT: Customer is 34 days from renewal. Recommend: Data AddOn 5GB suits your usage.,APPROVED,offline
97456538917,Data_AddOn_5GB,NBO,0.2144,Call,Customer exceeded the data cap in 2 of the last 3 months.,AGENT: Customer exceeded the data cap in 2 of the last 3 months. Recommend: Data AddOn 5GB suits your usage.,APPROVED,offline
97452124905,Data_AddOn_5GB,NBO,0.2724,SMS,Customer exceeded the data cap in 2 of the last 3 months.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97454105958,Data_AddOn_5GB,NBO,0.219,SMS,Customer logged a recent complaint.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97456559277,Data_AddOn_5GB,NBO,0.2247,SMS,Customer is a heavy data user (85% of cap).,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97454258084,Retention_Save_25pct,Retention,0.2529,SMS,"Customer exceeded the data cap in 2 of the last 3 months, shows elevated churn risk.","Hi! Based on your recent usage, our Retention Save 25pct keeps you covered. Reply YES. Ooredoo",APPROVED,offline
97459593059,Roaming_Daily_Pass,CrossSell,0.1901,Call,Customer is an active Youth customer.,AGENT: Customer is an active Youth customer. Recommend: Add Roaming Daily Pass to get more from your plan.,APPROVED,offline
97452980290,5G_Unlimited_Upgrade,Upsell,0.1329,Push,Customer is an active Youth customer.,You're using 77% of your data - 5G Unlimited Upgrade gives you more headroom - tap to activate.,APPROVED,offline
97451403322,Data_AddOn_5GB,NBO,0.2032,SMS,Customer is an active Mass customer.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97455310796,Data_AddOn_5GB,NBO,0.1275,Email,Customer exceeded the data cap in 1 of the last 3 months.,"Dear Customer,

Customer exceeded the data cap in 1 of the last 3 months.

Data AddOn 5GB suits your usage.

Ooredoo",APPROVED,offline
97456181057,Retention_Save_25pct,Retention,0.3396,Email,"Customer exceeded the data cap in 1 of the last 3 months, shows elevated churn risk, logged a recent complaint.","Dear Customer,

Customer exceeded the data cap in 1 of the last 3 months, shows elevated churn risk, logged a recent complaint.

Based on your recent usage, our Retention Save 25pct keeps you covered.

Ooredoo",APPROVED,offline
97458017403,Data_AddOn_5GB,NBO,0.1469,Call,Customer is an active Youth customer.,AGENT: Customer is an active Youth customer. Recommend: Data AddOn 5GB suits your usage.,APPROVED,offline
97455077716,Data_AddOn_5GB,NBO,0.2231,SMS,Customer is 44 days from renewal.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97457941447,10GB_Aggressive_HVC,Retention,0.1387,Push,Customer is an active Youth customer.,"Based on your recent usage, our 10GB Aggressive HVC keeps you covered - tap to activate.",APPROVED,offline
97456037285,Data_AddOn_5GB,NBO,0.2141,SMS,Customer exceeded the data cap in 3 of the last 3 months.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97452908802,Data_AddOn_5GB,NBO,0.1279,Email,"Customer exceeded the data cap in 1 of the last 3 months, logged a recent complaint.","Dear Customer,

Customer exceeded the data cap in 1 of the last 3 months, logged a recent complaint.

Data AddOn 5GB suits your usage.

Ooredoo",APPROVED,offline
97458334901,Data_AddOn_5GB,NBO,0.2578,SMS,"Customer exceeded the data cap in 1 of the last 3 months, is 4 days from renewal.",Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97452548075,Data_AddOn_5GB,NBO,0.1958,SMS,Customer is an active Mass customer.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97451493948,Data_AddOn_5GB,NBO,0.1348,Push,Customer is an active HVC customer.,Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97455168962,Data_AddOn_5GB,NBO,0.2041,Call,Customer exceeded the data cap in 2 of the last 3 months.,AGENT: Customer exceeded the data cap in 2 of the last 3 months. Recommend: Data AddOn 5GB suits your usage.,APPROVED,offline
97457520645,Data_AddOn_5GB,NBO,0.1951,Call,"Customer exceeded the data cap in 1 of the last 3 months, is 3 days from renewal.","AGENT: Customer exceeded the data cap in 1 of the last 3 months, is 3 days from renewal. Recommend: Data AddOn 5GB suits your usage.",APPROVED,offline
97457689921,Roaming_Daily_Pass,CrossSell,0.1699,SMS,Customer logged a recent complaint.,Hi! Add Roaming Daily Pass to get more from your plan. Reply YES. Ooredoo,APPROVED,offline
97459383190,Retention_Save_25pct,Retention,0.3327,SMS,"Customer exceeded the data cap in 2 of the last 3 months, shows elevated churn risk.","Hi! Based on your recent usage, our Retention Save 25pct keeps you covered. Reply YES. Ooredoo",APPROVED,offline
97458228161,Data_AddOn_5GB,NBO,0.1344,SMS,Customer exceeded the data cap in 1 of the last 3 months.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97451780641,Retention_Save_25pct,Retention,0.2353,SMS,"Customer exceeded the data cap in 1 of the last 3 months, is 16 days from renewal.","Hi! Based on your recent usage, our Retention Save 25pct keeps you covered and your renewal is in 16 days - switch with no penalty. Reply YES. Ooredoo",APPROVED,offline
97455466134,Data_AddOn_5GB,NBO,0.1191,Email,Customer exceeded the data cap in 1 of the last 3 months.,"Dear Customer,

Customer exceeded the data cap in 1 of the last 3 months.

Data AddOn 5GB suits your usage.

Ooredoo",APPROVED,offline
97452554205,5G_Unlimited_Upgrade,Upsell,0.1136,Email,Customer is an active HVC customer.,"Dear Customer,

Customer is an active HVC customer.

You're using 72% of your data - 5G Unlimited Upgrade gives you more headroom.

Ooredoo",APPROVED,offline
97457606963,Retention_Save_25pct,Retention,0.2403,SMS,"Customer exceeded the data cap in 1 of the last 3 months, is 15 days from renewal.","Hi! Based on your recent usage, our Retention Save 25pct keeps you covered and your renewal is in 15 days - switch with no penalty. Reply YES. Ooredoo",APPROVED,offline
97457651143,Data_AddOn_5GB,NBO,0.2125,Push,Customer exceeded the data cap in 3 of the last 3 months.,Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97453551331,Data_AddOn_5GB,NBO,0.2151,Push,"Customer exceeded the data cap in 3 of the last 3 months, logged a recent complaint.",Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97454127748,Retention_Save_25pct,Retention,0.1864,Email,"Customer exceeded the data cap in 1 of the last 3 months, is 51 days from renewal.","Dear Customer,

Customer exceeded the data cap in 1 of the last 3 months, is 51 days from renewal.

Based on your recent usage, our Retention Save 25pct keeps you covered and your renewal is in 51 days - switch with no penalty.

Ooredoo",APPROVED,offline
97455001070,Data_AddOn_5GB,NBO,0.1937,Email,Customer exceeded the data cap in 3 of the last 3 months.,"Dear Customer,

Customer exceeded the data cap in 3 of the last 3 months.

Data AddOn 5GB suits your usage.

Ooredoo",APPROVED,offline
97458365624,Data_AddOn_5GB,NBO,0.224,SMS,Customer exceeded the data cap in 3 of the last 3 months.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97453883791,Roaming_Daily_Pass,CrossSell,0.1778,Push,Customer exceeded the data cap in 2 of the last 3 months.,Add Roaming Daily Pass to get more from your plan - tap to activate.,APPROVED,offline
97454496605,Data_AddOn_5GB,NBO,0.2219,SMS,"Customer exceeded the data cap in 2 of the last 3 months, is 49 days from renewal.",Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97455948600,10GB_Aggressive_HVC,Retention,0.1627,SMS,Customer exceeded the data cap in 1 of the last 3 months.,"Hi! Based on your recent usage, our 10GB Aggressive HVC keeps you covered. Reply YES. Ooredoo",APPROVED,offline
97457416438,10GB_Aggressive_HVC,Retention,0.3072,Push,"Customer exceeded the data cap in 2 of the last 3 months, shows elevated churn risk.","Based on your recent usage, our 10GB Aggressive HVC keeps you covered - tap to activate.",APPROVED,offline
97456311499,Data_AddOn_5GB,NBO,0.219,Push,Customer exceeded the data cap in 3 of the last 3 months.,Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97451308623,Data_AddOn_5GB,NBO,0.1321,Push,Customer is an active HVC customer.,Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97454647371,Data_AddOn_5GB,NBO,0.1457,Push,Customer is an active HVC customer.,Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97454296903,Data_AddOn_5GB,NBO,0.1859,Call,Customer exceeded the data cap in 3 of the last 3 months.,AGENT: Customer exceeded the data cap in 3 of the last 3 months. Recommend: Data AddOn 5GB suits your usage.,APPROVED,offline
97456998223,Data_AddOn_5GB,NBO,0.2261,Push,Customer is an active Mass customer.,Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97452147116,Data_AddOn_5GB,NBO,0.1991,Push,"Customer exceeded the data cap in 2 of the last 3 months, logged a recent complaint.",Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97454772763,Data_AddOn_5GB,NBO,0.2122,Call,Customer exceeded the data cap in 2 of the last 3 months.,AGENT: Customer exceeded the data cap in 2 of the last 3 months. Recommend: Data AddOn 5GB suits your usage.,APPROVED,offline
97457478450,Data_AddOn_5GB,NBO,0.2022,SMS,Customer exceeded the data cap in 2 of the last 3 months.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97451310375,200mins_Upsell,Upsell,0.4397,Push,"Customer exceeded the data cap in 2 of the last 3 months, is a heavy data user (93% of cap).",You're using 93% of your data - 200mins Upsell gives you more headroom - tap to activate.,APPROVED,offline
97453126453,Retention_Save_25pct,Retention,0.1803,SMS,Customer is an active Youth customer.,"Hi! Based on your recent usage, our Retention Save 25pct keeps you covered. Reply YES. Ooredoo",APPROVED,offline
97452271300,Data_AddOn_5GB,NBO,0.2214,SMS,Customer is an active Mass customer.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97456238631,Data_AddOn_5GB,NBO,0.159,SMS,"Customer exceeded the data cap in 1 of the last 3 months, is 16 days from renewal.",Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97454842411,Data_AddOn_5GB,NBO,0.132,Call,"Customer exceeded the data cap in 2 of the last 3 months, is a heavy data user (90% of cap).","AGENT: Customer exceeded the data cap in 2 of the last 3 months, is a heavy data user (90% of cap). Recommend: Data AddOn 5GB suits your usage.",APPROVED,offline
97457310208,10GB_Aggressive_HVC,Retention,0.2703,Email,"Customer exceeded the data cap in 1 of the last 3 months, shows elevated churn risk.","Dear Customer,

Customer exceeded the data cap in 1 of the last 3 months, shows elevated churn risk.

Based on your recent usage, our 10GB Aggressive HVC keeps you covered.

Ooredoo",APPROVED,offline
97457127764,Data_AddOn_5GB,NBO,0.178,Call,"Customer exceeded the data cap in 1 of the last 3 months, is 28 days from renewal.","AGENT: Customer exceeded the data cap in 1 of the last 3 months, is 28 days from renewal. Recommend: Data AddOn 5GB suits your usage.",APPROVED,offline
97456859046,Data_AddOn_5GB,NBO,0.2028,Call,Customer exceeded the data cap in 2 of the last 3 months.,AGENT: Customer exceeded the data cap in 2 of the last 3 months. Recommend: Data AddOn 5GB suits your usage.,APPROVED,offline
97457034207,10GB_Aggressive_HVC,Retention,0.2695,Push,"Customer exceeded the data cap in 1 of the last 3 months, is 6 days from renewal, logged a recent complaint.","Based on your recent usage, our 10GB Aggressive HVC keeps you covered and your renewal is in 6 days - switch with no pen",APPROVED,offline
97458940879,Data_AddOn_5GB,NBO,0.1374,SMS,Customer exceeded the data cap in 2 of the last 3 months.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97454341861,5G_Unlimited_Upgrade,Upsell,0.1432,SMS,"Customer exceeded the data cap in 1 of the last 3 months, logged a recent complaint.",Hi! You're using 71% of your data - 5G Unlimited Upgrade gives you more headroom. Reply YES. Ooredoo,APPROVED,offline
97458359201,Data_AddOn_5GB,NBO,0.1905,Push,Customer exceeded the data cap in 3 of the last 3 months.,Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97453615804,200mins_Upsell,Upsell,0.1679,Push,Customer is a heavy data user (97% of cap).,You're using 97% of your data - 200mins Upsell gives you more headroom - tap to activate.,APPROVED,offline
97455312717,Data_AddOn_5GB,NBO,0.2967,Push,"Customer exceeded the data cap in 2 of the last 3 months, is a heavy data user (84% of cap), is 28 days from renewal.",Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97452982243,Data_AddOn_5GB,NBO,0.2676,SMS,Customer exceeded the data cap in 1 of the last 3 months.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97454413654,10GB_Aggressive_HVC,Retention,0.309,Push,"Customer exceeded the data cap in 3 of the last 3 months, shows elevated churn risk, logged a recent complaint.","Based on your recent usage, our 10GB Aggressive HVC keeps you covered - tap to activate.",APPROVED,offline
97456986417,Data_AddOn_5GB,NBO,0.2028,Call,Customer exceeded the data cap in 2 of the last 3 months.,AGENT: Customer exceeded the data cap in 2 of the last 3 months. Recommend: Data AddOn 5GB suits your usage.,APPROVED,offline
97458863020,Data_AddOn_5GB,NBO,0.1516,Call,"Customer exceeded the data cap in 2 of the last 3 months, logged a recent complaint.","AGENT: Customer exceeded the data cap in 2 of the last 3 months, logged a recent complaint. Recommend: Data AddOn 5GB suits your usage.",APPROVED,offline
97454270209,Data_AddOn_5GB,NBO,0.4138,Push,"Customer exceeded the data cap in 3 of the last 3 months, is a heavy data user (91% of cap), is 25 days from renewal.",Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97459604008,Data_AddOn_5GB,NBO,0.2598,Email,Customer exceeded the data cap in 2 of the last 3 months.,"Dear Customer,

Customer exceeded the data cap in 2 of the last 3 months.

Data AddOn 5GB suits your usage.

Ooredoo",APPROVED,offline
97458323988,10GB_Aggressive_HVC,Retention,0.1893,SMS,"Customer exceeded the data cap in 2 of the last 3 months, is 6 days from renewal.","Hi! Based on your recent usage, our 10GB Aggressive HVC keeps you covered and your renewal is in 6 days - switch with no penalty. Reply YES. Ooredoo",APPROVED,offline
97454324664,5G_Unlimited_Upgrade,Upsell,0.2666,SMS,"Customer exceeded the data cap in 1 of the last 3 months, is a heavy data user (82% of cap).",Hi! You're using 82% of your data - 5G Unlimited Upgrade gives you more headroom. Reply YES. Ooredoo,APPROVED,offline
97459210880,Data_AddOn_5GB,NBO,0.2539,SMS,Customer exceeded the data cap in 3 of the last 3 months.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97454594058,10GB_Aggressive_HVC,Retention,0.2201,Email,"Customer exceeded the data cap in 3 of the last 3 months, is 1 days from renewal, shows elevated churn risk.","Dear Customer,

Customer exceeded the data cap in 3 of the last 3 months, is 1 days from renewal, shows elevated churn risk.

Based on your recent usage, our 10GB Aggressive HVC keeps you covered and your renewal is in 1 days - switch with no penalty.

Ooredoo",APPROVED,offline
97455584258,Data_AddOn_5GB,NBO,0.2133,Call,Customer is an active Mass customer.,AGENT: Customer is an active Mass customer. Recommend: Data AddOn 5GB suits your usage.,APPROVED,offline
97459117654,Data_AddOn_5GB,NBO,0.2583,SMS,"Customer exceeded the data cap in 3 of the last 3 months, logged a recent complaint.",Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97455212377,Roaming_Daily_Pass,CrossSell,0.1829,Push,Customer exceeded the data cap in 2 of the last 3 months.,Add Roaming Daily Pass to get more from your plan - tap to activate.,APPROVED,offline
97451233782,Data_AddOn_5GB,NBO,0.2128,Email,Customer exceeded the data cap in 1 of the last 3 months.,"Dear Customer,

Customer exceeded the data cap in 1 of the last 3 months.

Data AddOn 5GB suits your usage.

Ooredoo",APPROVED,offline
97457906117,200mins_Upsell,Upsell,0.2494,SMS,"Customer exceeded the data cap in 1 of the last 3 months, is a heavy data user (90% of cap).",Hi! You're using 90% of your data - 200mins Upsell gives you more headroom. Reply YES. Ooredoo,APPROVED,offline
97457112674,Data_AddOn_5GB,NBO,0.2729,SMS,Customer logged a recent complaint.,Hi! Data AddOn 5GB suits your usage. Reply YES. Ooredoo,APPROVED,offline
97455809109,Data_AddOn_5GB,NBO,0.2209,Push,Customer exceeded the data cap in 3 of the last 3 months.,Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
97454735466,Data_AddOn_5GB,NBO,0.1993,Call,Customer exceeded the data cap in 2 of the last 3 months.,AGENT: Customer exceeded the data cap in 2 of the last 3 months. Recommend: Data AddOn 5GB suits your usage.,APPROVED,offline
97452583246,Data_AddOn_5GB,NBO,0.2163,Push,Customer is an active Mass customer.,Data AddOn 5GB suits your usage - tap to activate.,APPROVED,offline
